sh600519 贵州茅台
sz002329 皇氏集团
sz002132 恒星科技
sh601908 京运通
sh600790 轻纺城
sh600537 亿晶光电
sz300506 ST名家汇
sz002662 峰璟股份
sh600748 上实发展
sz000609 ST中迪
sh600959 江苏有线
sh600792 云煤能源
sh600403 大有能源
sh600936 广西广电
sz000563 陕国投Ａ
sz002348 高乐股份
sz000778 新兴铸管
sz002485 ST雪发
sh600681 百川能源
sz002596 海南瑞泽
sz002127 南极电商
sz002390 信邦制药
sh603363 傲农生物
sz002218 拓日新能
sh600423 柳化股份
sz000761 本钢板材
sz000068 华控赛格
sh600654 中安科
sh600808 马钢股份
sz002060 广东建工
sz003816 中国广核
sh600303 曙光股份
sz002421 达实智能
sz002305 *ST南置
sz000720 新能泰山
sz000428 华天酒店
sh601929 吉视传媒
sh601018 宁波港
sh600355 *ST精伦
sz300072 海新能科
sz002084 海鸥住工
sz000692 惠天热电
sz002263 大东南
sh600708 光明地产
sz002969 嘉美包装
sz002266 浙富控股
sh600939 重庆建工
sh600130 *ST波导
sz002081 金螳螂
sz000090 天健集团
sh600984 建设机械
sz002498 汉缆股份
sz002437 誉衡药业
sz000407 胜利股份
sh600491 龙元建设
sh600308 华泰股份
sh601015 陕西黑猫
sh600339 中油工程
sz000509 华塑控股
sh603377 ST东时
sz300110 华仁药业
sz300078 思创医惠
sz000415 渤海租赁
sz000863 三湘印象
sh600261 阳光照明
sh601188 龙江交通
sz002578 闽发铝业
sz002958 青农商行
sz002822 *ST中装
sh600892 *ST大晟
sh600448 华纺股份
sh600396 华电辽能
sh600365 ST通葡
sh600575 淮河能源
sh600117 西宁特钢
sh600033 福建高速
sz002586 *ST围海
sh600280 中央商场
sz002425 ST凯文
sh600665 天地源
sz000751 锌业股份
sh600300 维维股份
sz300163 先锋新材
sh601228 广州港
sh600496 精工钢构
sh600725 云维股份
sz002228 合兴包装
sh601212 白银有色
sz002426 胜利精密
sh601991 XD大唐发
sh601326 秦港股份
sh600525 ST长园
sh601399 国机重装
sz002133 广宇集团
sh600067 冠城新材
sz000523 红棉股份
sh600844 金煤科技
sz000669 ST金鸿
sz000592 平潭发展
sh601916 浙商银行
sh600094 大名城
sz002356 赫美集团
sz002309 中利集团
sz000639 西王食品
sh600807 济高发展
sh601618 中国中冶
sh600017 日照港
sz300159 *ST新研
sz000545 金浦钛业
sh600226 亨通股份
sh600179 安通控股
sz000615 *ST美谷
sz000031 大悦城
sz002377 国创高新
sh600981 汇鸿集团
sz000816 智慧农业
sh600008 首创环保
sz002211 ST宏达
sz300370 安控科技
sh600433 冠豪高新
sh600293 三峡新材
sh600503 华丽家族
sh600439 瑞贝卡
sh600816 建元信托
sz002607 中公教育
sz000903 ST云动
sz000767 晋控电力
sz000631 顺发恒业
sh601016 节能风电
sh600622 光大嘉宝
sz000785 居然智家
sz002239 奥特佳
sz002217 合力泰
sz000926 福星股份
sz000809 和展能源
sh600108 亚盛集团
sz300185 通裕重工
sh600187 国中水务
sz002589 瑞康医药
sh601106 中国一重
sh600675 中华企业
sz002210 飞马国际
sz000402 金融街
sz002124 天邦食品
sz000560 我爱我家
sz300152 ST新动力
sh601975 招商南油
sz002554 惠博普
sz000008 神州高铁
sh601860 紫金银行
sh601828 美凯龙
sh601333 广深铁路
sh600688 上海石化
sh600617 国新能源
sz300091 金通灵
sz002314 南山控股
sz002157 正邦科技
sz002528 ST英飞拓
sz300027 华谊兄弟
sh600159 大龙地产
sz000659 珠海中富
sh600252 中恒集团
sz002086 东方海洋
sh600322 津投城开
sz000839 国安股份
sz000717 中南股份
sh601011 宝泰隆
sz300266 兴源环境
sz000838 财信发展
sz002247 聚力文化
sz000820 *ST节能
sh600815 厦工股份
sz002374 中锐股份
sz000629 钒钛股份
sh603843 *ST正平
sz002486 嘉麟杰
sz000927 中国铁物
sh600868 梅雁吉祥
sz000797 中国武夷
sz002495 佳隆股份
sz000056 皇庭国际
sh600533 栖霞建设
sh600166 福田汽车
sh601518 吉林高速
sh600076 康欣新材
sh688538 和辉光电-U
sh603557 ST起步
sh600010 包钢股份
sz000898 鞍钢股份
sh600477 杭萧钢构
sh603030 全筑股份
sh600376 首开股份
sz000078 海王生物
sh601010 文峰股份
sh600545 卓郎智能
sz000727 冠捷科技
sz002630 ST华西
sz002506 协鑫集成
sz002445 中南文化
sh601388 怡球资源
sz002321 华英农业
sz002005 ST德豪
sh600726 华电能源
sz000793 ST华闻
sh601866 中远海发
sh600935 华塑股份
sh600227 赤天化
sz000980 众泰汽车
sz000552 甘肃能化
sh601868 中国能建
sz001227 兰州银行
sz002285 世联行
sh600400 红豆股份
sz002021 中捷资源
sz300237 美晨科技
sh600239 云南城投
sh600691 阳煤化工
sz000897 津滨发展
sh600170 上海建工
sh600467 好当家
sh600169 太原重工
sz002501 利源股份
sz002256 兆新股份
sh600759 洲际油气
sz300198 ST纳川
sz000709 河钢股份
sh600512 腾达建设
sz002656 *ST摩登
sz002431 棕榈股份
sz000518 *ST四环
sz000564 供销大集
sz002638 勤上股份
sz000488 ST晨鸣
sh603388 *ST元成
sz300301 ST长方
sh600103 青山纸业
sz000069 华侨城Ａ
sh601996 丰林集团
sz002310 东方园林
sz002219 新里程
sh600715 文投控股
sz300197 节能铁汉
sz000718 苏宁环球
sh600569 安阳钢铁
sh600408 安泰集团
sh600743 华远控股
sh600340 华夏幸福
sz002047 *ST宝鹰
sz300477 ST合纵
sh600527 江南高纤
sz002936 郑州银行
sz000981 山子高科
sh600231 凌钢股份
sh600518 康美药业
sh600881 亚泰集团
sh600871 石化油服
sh600337 美克家居
sz000882 华联股份
sh600653 申华控股
sz002269 美邦服饰
sz000826 启迪环境
sh600370 三房巷
sz000517 荣安地产
sz002076 *ST星光
sz000608 *ST阳光
sh600606 绿地控股
sz002306 *ST云网
sz002024 ST易购
sh600136 ST明诚
sz002663 普邦股份
sh603077 和邦生物
sh600567 山鹰国际
sh600568 ST中珠
sh601588 北辰实业
sz000711 *ST京蓝
sz002482 广田集团
sz002323 雅博股份
sz002470 金正大
sh600307 酒钢宏兴
sh600162 香江控股
sz002496 *ST辉丰
sh601992 金隅集团
sz002717 ST岭南
sz000620 盈新发展
sh601880 辽港股份
sh600221 海航控股
sh600022 山东钢铁
sh601005 重庆钢铁
sh600157 永泰能源
sz002146 荣盛发展
sz000656 *ST金科
sz000851 *ST高鸿
sh600200 *ST苏吴
sh688347 华虹公司
sh688228 开普云
sz301517 陕西华达
sz300486 东杰智能
sh603213 镇洋发展
sh603161 科华控股
sz300665 飞鹿股份
sh603058 永吉股份
sh601989 中国重工
sz300280 *ST紫天
sz000627 *ST天茂
